country,year,interest_margin_to_gross_income_pct,source,is_extreme_value
Ecuador,2010,60.25,Annual (reported),False
Ecuador,2011,62.11,Annual (reported),False
Ecuador,2012,65.42,Annual (reported),False
Ecuador,2013,69.6,Annual (reported),False
Ecuador,2014,67.57,Annual (reported),False
Ecuador,2015,69.11,Annual (reported),False
Ecuador,2016,64.76,Annual (reported),False
Ecuador,2017,66.76,Annual (reported),False
Ecuador,2018,68.55,Annual (reported),False
Ecuador,2019,68.42,Annual (reported),False
Ecuador,2020,71.23,Annual (reported),False
Ecuador,2021,69.26,Annual (reported),False
Ecuador,2022,69.98,Annual (reported),False
Ecuador,2023,65.92,Annual (reported),False
Ecuador,2024,64.94,Annual (reported),False
Ecuador,2025,65.18,Annual (reported),False
El Salvador,2008,74.6,Annual (reported),False
El Salvador,2009,75.46,Annual (reported),False
El Salvador,2010,76.67,Annual (reported),False
El Salvador,2011,75.77,Annual (reported),False
El Salvador,2012,74.85,Annual (reported),False
El Salvador,2013,77.03,Annual (reported),False
El Salvador,2014,79.85,Annual (reported),False
El Salvador,2015,79.37,Annual (reported),False
El Salvador,2016,78.6,Annual (reported),False
El Salvador,2017,77.84,Annual (reported),False
El Salvador,2018,78.69,Annual (reported),False
El Salvador,2019,78.19,Annual (reported),False
El Salvador,2020,81.04,Annual (reported),False
El Salvador,2021,73.36,Annual (reported),False
El Salvador,2022,77.5,Annual (reported),False
El Salvador,2023,78.62,Annual (reported),False
El Salvador,2024,79.01,Annual (reported),False
El Salvador,2025,78.19,Annual (reported),False
Equatorial Guinea,2010,53.2,Annual (reported),False
Equatorial Guinea,2011,55.29,Annual (reported),False
Equatorial Guinea,2012,42.79,Annual (reported),False
Equatorial Guinea,2013,57.04,Annual (reported),False
Equatorial Guinea,2014,52.66,Annual (reported),False
Equatorial Guinea,2015,47.89,Annual (reported),False
Equatorial Guinea,2016,58.85,Annual (reported),False
Equatorial Guinea,2017,60.68,Annual (reported),False
Equatorial Guinea,2018,54.86,Annual (reported),False
Equatorial Guinea,2019,50.39,Annual (reported),False
Equatorial Guinea,2020,54.1,Annual (reported),False
Equatorial Guinea,2021,44.1,Annual (reported),False
Equatorial Guinea,2022,45.82,Annual (reported),False
Equatorial Guinea,2023,-0.05,Annual (reported),False
Estonia,2008,78.4,Annual (reported),False
Estonia,2009,-77.71,Annual (reported),False
Estonia,2010,100.77,Annual (reported),True
Estonia,2011,41.5,Annual (reported),False
Estonia,2012,60.8,Annual (reported),False
Estonia,2013,48.44,Annual (reported),False
Estonia,2014,61.47,Annual (reported),False
Estonia,2015,57.01,Annual (reported),False
Estonia,2016,54.46,Annual (reported),False
Estonia,2017,57.92,Annual (reported),False
Estonia,2018,59.84,Annual (reported),False
Estonia,2019,59.2,Annual (reported),False
Estonia,2020,60.66,Annual (reported),False
Estonia,2021,62.62,Annual (reported),False
Estonia,2022,66.72,Annual (reported),False
Estonia,2023,76.44,Annual (reported),False
Estonia,2024,75.43,Annual (reported),False
Estonia,2025,72.6,Annual (reported),False
Eswatini,2009,52.66,Annual (reported),False
Eswatini,2010,52.02,Annual (reported),False
Eswatini,2011,51.0,Annual (reported),False
Eswatini,2012,49.19,Annual (reported),False
Eswatini,2013,46.89,Annual (reported),False
Eswatini,2014,47.03,Annual (reported),False
Eswatini,2015,49.65,Annual (reported),False
Eswatini,2016,54.16,Annual (reported),False
Eswatini,2017,57.57,Annual (reported),False
Eswatini,2018,56.94,Annual (reported),False
Eswatini,2019,54.54,Annual (reported),False
Eswatini,2020,52.3,Annual (reported),False
Eswatini,2021,52.06,Annual (reported),False
Eswatini,2022,55.83,Annual (reported),False
Eswatini,2023,58.08,Annual (reported),False
Eswatini,2024,57.79,Annual (reported),False
Eswatini,2025,56.72,Annual (reported),False
Fiji,2005,60.86,Annual (reported),False
Fiji,2006,64.2,Annual (reported),False
Fiji,2007,66.91,Annual (reported),False
Fiji,2008,68.99,Annual (reported),False
Fiji,2009,62.39,Annual (reported),False
Fiji,2010,57.89,Annual (reported),False
Fiji,2011,57.07,Annual (reported),False
Fiji,2012,58.61,Annual (reported),False
Fiji,2013,58.2,Annual (reported),False
Fiji,2014,57.97,Annual (reported),False
Fiji,2015,55.03,Annual (reported),False
Fiji,2016,58.74,Annual (reported),False
Fiji,2017,56.46,Annual (reported),False
Fiji,2018,57.95,Annual (reported),False
Fiji,2019,58.53,Annual (reported),False
Fiji,2020,66.54,Annual (reported),False
Fiji,2021,70.38,Annual (reported),False
Finland,2005,61.47,Annual (reported),False
Finland,2006,53.72,Annual (reported),False
Finland,2007,50.69,Annual (reported),False
Finland,2008,60.35,Annual (reported),False
Finland,2009,46.74,Annual (reported),False
Finland,2010,44.75,Annual (reported),False
Finland,2011,48.09,Annual (reported),False
Finland,2012,43.72,Annual (reported),False
Finland,2013,40.76,Annual (reported),False
Finland,2014,41.72,Annual (reported),False
Finland,2015,38.94,Annual (reported),False
Finland,2016,36.81,Annual (reported),False
Finland,2017,40.93,Annual (reported),False
Finland,2018,46.44,Annual (reported),False
Finland,2019,47.75,Annual (reported),False
Finland,2020,49.57,Annual (reported),False
Finland,2021,47.65,Annual (reported),False
Finland,2022,53.89,Annual (reported),False
Finland,2023,62.59,Annual (reported),False
Finland,2024,62.57,Annual (reported),False
Finland,2025,59.05,Annual (reported),False
France,2008,33.93,Annual (reported),False
France,2009,44.65,Annual (reported),False
France,2010,43.38,Annual (reported),False
France,2011,41.41,Annual (reported),False
France,2012,38.16,Annual (reported),False
France,2013,33.39,Annual (reported),False
France,2014,35.48,Annual (reported),False
France,2015,32.89,Annual (reported),False
France,2016,37.81,Annual (reported),False
France,2017,36.23,Annual (reported),False
France,2018,36.0,Annual (reported),False
France,2019,37.04,Annual (reported),False
France,2020,38.8,Annual (reported),False
France,2021,35.52,Annual (reported),False
France,2022,36.44,Annual (reported),False
France,2023,32.86,Annual (reported),False
France,2024,28.59,Annual (reported),False
France,2025,29.27,Annual (reported),False
Gabon,2010,45.79,Annual (reported),False
Gabon,2011,43.77,Annual (reported),False
Gabon,2012,46.38,Annual (reported),False
Gabon,2013,50.79,Annual (reported),False
Gabon,2014,49.75,Annual (reported),False
Gabon,2015,47.75,Annual (reported),False
Gabon,2016,41.02,Annual (reported),False
Gabon,2017,44.35,Annual (reported),False
Gabon,2018,36.03,Annual (reported),False
Gabon,2019,44.31,Annual (reported),False
Gabon,2020,47.52,Annual (reported),False
Gabon,2021,51.66,Annual (reported),False
Gabon,2022,52.85,Annual (reported),False
Gabon,2023,59.04,Annual (reported),False
"Gambia, The",2005,53.25,Annual (reported),False
"Gambia, The",2006,53.31,Annual (reported),False
"Gambia, The",2007,53.94,Annual (reported),False
"Gambia, The",2008,45.45,Annual (reported),False
"Gambia, The",2009,50.18,Annual (reported),False
"Gambia, The",2010,44.35,Annual (reported),False
"Gambia, The",2011,49.69,Annual (reported),False
"Gambia, The",2012,46.72,Annual (reported),False
"Gambia, The",2013,48.24,Annual (reported),False
"Gambia, The",2014,55.8,Annual (reported),False
"Gambia, The",2015,58.33,Annual (reported),False
"Gambia, The",2016,65.26,Annual (reported),False
"Gambia, The",2017,60.62,Annual (reported),False
"Gambia, The",2018,53.62,Annual (reported),False
"Gambia, The",2019,54.31,Annual (reported),False
"Gambia, The",2020,56.46,Annual (reported),False
"Gambia, The",2021,52.86,Annual (reported),False
"Gambia, The",2022,49.93,Annual (reported),False
Georgia,2001,62.22,Annual (reported),False
Georgia,2002,63.12,Annual (reported),False
Georgia,2003,66.05,Annual (reported),False
Georgia,2004,62.07,Annual (reported),False
Georgia,2005,61.15,Annual (reported),False
Georgia,2006,64.73,Annual (reported),False
Georgia,2007,64.34,Annual (reported),False
Georgia,2008,62.48,Annual (reported),False
Georgia,2009,65.89,Annual (reported),False
Georgia,2010,65.87,Annual (reported),False
Georgia,2011,63.3,Annual (reported),False
Georgia,2012,64.78,Annual (reported),False
Georgia,2013,64.91,Annual (reported),False
Georgia,2014,64.92,Annual (reported),False
Georgia,2015,66.06,Annual (reported),False
Georgia,2016,63.73,Annual (reported),False
Georgia,2017,62.44,Annual (reported),False
Georgia,2018,60.8,Annual (reported),False
Georgia,2019,58.52,Annual (reported),False
Georgia,2020,58.45,Annual (reported),False
Georgia,2021,57.88,Annual (reported),False
Georgia,2022,53.04,Annual (reported),False
Georgia,2023,60.13,Annual (reported),False
Georgia,2024,59.87,Annual (reported),False
Georgia,2025,62.58,Annual (reported),False
Germany,2005,68.31,Annual (reported),False
Germany,2008,84.63,Annual (reported),False
Germany,2009,72.43,Annual (reported),False
Germany,2010,73.17,Annual (reported),False
Germany,2011,72.89,Annual (reported),False
Germany,2012,71.52,Annual (reported),False
Germany,2013,71.94,Annual (reported),False
Germany,2014,74.43,Annual (reported),False
Germany,2015,74.98,Annual (reported),False
Germany,2016,71.21,Annual (reported),False
Germany,2017,69.55,Annual (reported),False
Germany,2018,72.32,Annual (reported),False
Germany,2019,69.47,Annual (reported),False
Germany,2020,67.33,Annual (reported),False
Germany,2021,65.14,Annual (reported),False
Germany,2022,51.79,Annual (reported),False
Germany,2023,50.88,Annual (reported),False
Germany,2024,48.73,Annual (reported),False
Germany,2025,47.93,Annual (reported),False
Ghana,2008,57.4,Annual (reported),False
Ghana,2009,60.43,Annual (reported),False
Ghana,2010,69.46,Annual (reported),False
Ghana,2011,60.5,Annual (reported),False
Ghana,2012,62.07,Annual (reported),False
Ghana,2013,66.27,Annual (reported),False
Ghana,2014,66.82,Annual (reported),False
Ghana,2015,72.25,Annual (reported),False
Ghana,2016,74.97,Annual (reported),False
Ghana,2017,74.25,Annual (reported),False
Ghana,2018,69.71,Annual (reported),False
Ghana,2019,71.99,Annual (reported),False
Ghana,2020,73.73,Annual (reported),False
Ghana,2021,73.64,Annual (reported),False
Ghana,2022,69.38,Annual (reported),False
Ghana,2023,69.09,Annual (reported),False
Ghana,2024,68.88,Annual (reported),False
Ghana,2025,68.21,Annual (reported),False
Greece,2008,74.57,Annual (reported),False
Greece,2009,73.28,Annual (reported),False
Greece,2010,85.0,Annual (reported),False
Greece,2011,87.31,Annual (reported),False
Greece,2012,79.3,Annual (reported),False
Greece,2013,45.79,Annual (reported),False
Greece,2014,81.84,Annual (reported),False
Greece,2015,85.28,Annual (reported),False
Greece,2016,79.64,Annual (reported),False
Greece,2017,78.43,Annual (reported),False
Greece,2018,71.94,Annual (reported),False
Greece,2019,67.46,Annual (reported),False
Greece,2020,57.39,Annual (reported),False
Greece,2021,78.88,Annual (reported),False
Greece,2022,52.47,Annual (reported),False
Greece,2023,72.2,Annual (reported),False
Greece,2024,70.13,Annual (reported),False
Greece,2025,67.97,Annual (reported),False
Grenada,2015,70.53,Annual (reported),False
Grenada,2016,69.97,Annual (reported),False
Grenada,2017,70.81,Annual (reported),False
Grenada,2018,68.06,Annual (reported),False
Grenada,2019,68.05,Annual (reported),False
Grenada,2020,66.17,Annual (reported),False
Grenada,2021,62.21,Annual (reported),False
Grenada,2022,60.37,Annual (reported),False
Grenada,2023,56.47,Annual (reported),False
Grenada,2024,62.21,Annual (reported),False
Grenada,2025,65.03,Annual (reported),False
Guatemala,2009,76.92,Annual (reported),False
Guatemala,2010,76.78,Annual (reported),False
Guatemala,2011,75.12,Annual (reported),False
Guatemala,2012,76.86,Annual (reported),False
Guatemala,2013,76.28,Annual (reported),False
Guatemala,2014,74.55,Annual (reported),False
Guatemala,2015,73.7,Annual (reported),False
Guatemala,2016,73.55,Annual (reported),False
Guatemala,2017,73.11,Annual (reported),False
Guatemala,2018,72.01,Annual (reported),False
Guatemala,2019,71.17,Annual (reported),False
Guatemala,2020,70.84,Annual (reported),False
Guatemala,2021,73.62,Annual (reported),False
Guatemala,2022,71.14,Annual (reported),False
Guatemala,2023,72.57,Annual (reported),False
Guatemala,2024,73.52,Annual (reported),False
Guatemala,2025,73.8,Annual (reported),False
Guinea,2013,28.18,Annual (reported),False
Guinea,2014,22.87,Annual (reported),False
Guinea,2015,20.34,Annual (reported),False
Guinea,2016,40.03,Annual (reported),False
Guinea,2017,43.32,Annual (reported),False
Guinea,2018,40.94,Annual (reported),False
Guinea,2019,43.76,Annual (reported),False
Guinea,2020,37.23,Annual (reported),False
Guinea,2021,39.55,Annual (reported),False
Guinea,2022,41.75,Annual (reported),False
Guinea,2023,41.83,Annual (reported),False
Guinea,2024,60.61,Annual (reported),False
Honduras,2010,76.48,Annual (reported),False
Honduras,2011,76.45,Annual (reported),False
Honduras,2012,76.21,Annual (reported),False
Honduras,2013,75.98,Annual (reported),False
Honduras,2014,77.37,Annual (reported),False
Honduras,2015,77.79,Annual (reported),False
Honduras,2016,76.73,Annual (reported),False
Honduras,2017,75.07,Annual (reported),False
Honduras,2018,73.41,Annual (reported),False
Honduras,2019,72.2,Annual (reported),False
Honduras,2020,73.31,Annual (reported),False
Honduras,2021,69.77,Annual (reported),False
Honduras,2022,72.47,Annual (reported),False
Honduras,2023,71.98,Annual (reported),False
Honduras,2024,70.64,Annual (reported),False
Honduras,2025,70.63,Annual (reported),False
"Hong Kong SAR, China",2008,57.8,Annual (reported),False
"Hong Kong SAR, China",2009,47.65,Annual (reported),False
"Hong Kong SAR, China",2010,44.01,Annual (reported),False
"Hong Kong SAR, China",2011,45.32,Annual (reported),False
"Hong Kong SAR, China",2012,48.0,Annual (reported),False
"Hong Kong SAR, China",2013,46.68,Annual (reported),False
"Hong Kong SAR, China",2014,51.2,Annual (reported),False
"Hong Kong SAR, China",2015,46.53,Annual (reported),False
"Hong Kong SAR, China",2016,42.59,Annual (reported),False
"Hong Kong SAR, China",2017,51.15,Annual (reported),False
"Hong Kong SAR, China",2018,56.23,Annual (reported),False
"Hong Kong SAR, China",2019,57.14,Annual (reported),False
"Hong Kong SAR, China",2020,50.61,Annual (reported),False
"Hong Kong SAR, China",2021,48.42,Annual (reported),False
"Hong Kong SAR, China",2022,52.39,Annual (reported),False
"Hong Kong SAR, China",2023,58.25,Annual (reported),False
"Hong Kong SAR, China",2024,52.62,Annual (reported),False
"Hong Kong SAR, China",2025,52.24,Annual (reported),False
Hungary,2008,65.39,Annual (reported),False
Hungary,2009,66.8,Annual (reported),False
Hungary,2010,56.08,Annual (reported),False
Hungary,2011,51.59,Annual (reported),False
Hungary,2012,54.02,Annual (reported),False
Hungary,2013,46.55,Annual (reported),False
Hungary,2014,53.56,Annual (reported),False
Hungary,2015,49.52,Annual (reported),False
Hungary,2016,46.87,Annual (reported),False
Hungary,2017,46.04,Annual (reported),False
Hungary,2018,47.73,Annual (reported),False
Hungary,2019,46.81,Annual (reported),False
Hungary,2020,52.05,Annual (reported),False
Hungary,2021,53.45,Annual (reported),False
Hungary,2022,61.35,Annual (reported),False
Hungary,2023,60.06,Annual (reported),False
Hungary,2024,58.26,Annual (reported),False
Hungary,2025,55.59,Annual (reported),False
Iceland,2014,39.22,Annual (reported),False
Iceland,2015,39.36,Annual (reported),False
Iceland,2016,51.46,Annual (reported),False
Iceland,2017,53.65,Annual (reported),False
Iceland,2018,64.49,Annual (reported),False
Iceland,2019,66.85,Annual (reported),False
Iceland,2020,69.51,Annual (reported),False
Iceland,2021,60.01,Annual (reported),False
Iceland,2022,70.91,Annual (reported),False
Iceland,2023,69.08,Annual (reported),False
Iceland,2024,66.16,Annual (reported),False
Iceland,2025,63.32,Annual (reported),False
India,2005,67.75,Annual (reported),False
India,2008,61.62,Annual (reported),False
India,2011,71.78,Annual (reported),False
India,2012,70.26,Annual (reported),False
India,2013,69.41,Annual (reported),False
India,2014,67.73,Annual (reported),False
India,2015,68.73,Annual (reported),False
India,2016,60.87,Annual (reported),False
India,2017,61.96,Annual (reported),False
India,2018,66.36,Annual (reported),False
India,2019,63.84,Annual (reported),False
India,2020,65.68,Annual (reported),False
India,2021,64.27,Annual (reported),False
India,2022,68.69,Annual (reported),False
India,2023,66.67,Annual (reported),False
India,2024,65.53,Annual (reported),False
India,2025,62.87,Annual (reported),False
Indonesia,2005,64.43,Annual (reported),False
Indonesia,2006,63.97,Annual (reported),False
Indonesia,2007,65.32,Annual (reported),False
Indonesia,2008,63.55,Annual (reported),False
Indonesia,2009,62.54,Annual (reported),False
Indonesia,2010,60.48,Annual (reported),False
Indonesia,2011,59.77,Annual (reported),False
Indonesia,2012,64.97,Annual (reported),False
Indonesia,2013,68.84,Annual (reported),False
Indonesia,2014,69.01,Annual (reported),False
Indonesia,2015,70.33,Annual (reported),False
Indonesia,2016,67.98,Annual (reported),False
Indonesia,2017,69.31,Annual (reported),False
Indonesia,2018,69.75,Annual (reported),False
Indonesia,2019,65.31,Annual (reported),False
Indonesia,2020,60.96,Annual (reported),False
Indonesia,2021,60.49,Annual (reported),False
Indonesia,2022,66.46,Annual (reported),False
Indonesia,2023,64.6,Annual (reported),False
Indonesia,2024,62.38,Annual (reported),False
Indonesia,2025,57.34,Annual (reported),False
Iraq,2015,44.87,Annual (reported),False
Iraq,2016,48.01,Annual (reported),False
Iraq,2017,56.14,Annual (reported),False
Iraq,2018,57.0,Annual (reported),False
Iraq,2019,59.33,Annual (reported),False
Iraq,2020,38.92,Annual (reported),False
Iraq,2021,48.85,Annual (reported),False
Iraq,2022,45.83,Annual (reported),False
Iraq,2023,48.11,Annual (reported),False
Iraq,2024,48.79,Annual (reported),False
Ireland,2005,58.51,Annual (reported),False
Ireland,2006,50.05,Annual (reported),False
Ireland,2007,63.05,Annual (reported),False
Ireland,2008,78.16,Annual (reported),False
Ireland,2009,60.03,Annual (reported),False
Ireland,2010,-294.33,Annual (reported),True
Ireland,2011,40.62,Annual (reported),False
Ireland,2012,64.54,Annual (reported),False
Ireland,2013,50.97,Annual (reported),False
Ireland,2014,54.48,Annual (reported),False
Ireland,2015,57.64,Annual (reported),False
Ireland,2016,50.68,Annual (reported),False
Ireland,2017,51.96,Annual (reported),False
Ireland,2018,52.0,Annual (reported),False
Ireland,2019,46.54,Annual (reported),False
Ireland,2020,51.83,Annual (reported),False
Ireland,2021,43.42,Annual (reported),False
Ireland,2022,45.4,Annual (reported),False
Ireland,2023,55.88,Annual (reported),False
Ireland,2024,57.37,Annual (reported),False
Ireland,2025,52.64,Annual (reported),False
Israel,2012,60.88,Annual (reported),False
Israel,2013,59.15,Annual (reported),False
Israel,2014,58.22,Annual (reported),False
Israel,2015,56.38,Annual (reported),False
Israel,2016,58.64,Annual (reported),False
Israel,2017,61.63,Annual (reported),False
Israel,2018,64.37,Annual (reported),False
Israel,2019,66.19,Annual (reported),False
Israel,2020,66.57,Annual (reported),False
Israel,2021,66.84,Annual (reported),False
Israel,2022,72.13,Annual (reported),False
Israel,2023,76.04,Annual (reported),False
Israel,2024,74.33,Annual (reported),False
Italy,2005,50.64,Annual (reported),False
Italy,2006,51.86,Annual (reported),False
Italy,2007,55.21,Annual (reported),False
Italy,2008,65.89,Annual (reported),False
Italy,2009,60.83,Annual (reported),False
Italy,2010,57.54,Annual (reported),False
Italy,2011,57.09,Annual (reported),False
Italy,2012,53.76,Annual (reported),False
Italy,2013,49.11,Annual (reported),False
Italy,2014,50.44,Annual (reported),False
Italy,2015,47.73,Annual (reported),False
Italy,2016,48.38,Annual (reported),False
Italy,2017,48.2,Annual (reported),False
Italy,2018,49.61,Annual (reported),False
Italy,2019,48.2,Annual (reported),False
Italy,2020,49.48,Annual (reported),False
Italy,2021,46.39,Annual (reported),False
Italy,2022,51.48,Annual (reported),False
Italy,2023,60.38,Annual (reported),False
Italy,2024,58.48,Annual (reported),False
Italy,2025,54.24,Annual (reported),False
Jordan,2015,67.19,Annual (reported),False
Jordan,2016,67.76,Annual (reported),False
Jordan,2017,68.67,Annual (reported),False
Jordan,2018,64.93,Annual (reported),False
Jordan,2019,69.18,Annual (reported),False
Jordan,2020,71.71,Annual (reported),False
Jordan,2021,71.11,Annual (reported),False
Jordan,2022,70.97,Annual (reported),False
Jordan,2023,68.8,Annual (reported),False
Jordan,2024,66.65,Annual (reported),False
Kazakhstan,2008,77.16,Annual (reported),False
Kazakhstan,2009,90.81,Annual (reported),False
Kazakhstan,2010,38.02,Annual (reported),False
Kazakhstan,2011,69.68,Annual (reported),False
Kazakhstan,2012,63.81,Annual (reported),False
Kazakhstan,2013,59.12,Annual (reported),False
Kazakhstan,2014,56.67,Annual (reported),False
Kazakhstan,2015,70.29,Annual (reported),False
Kazakhstan,2016,66.91,Annual (reported),False
Kazakhstan,2017,54.8,Annual (reported),False
Kazakhstan,2018,52.68,Annual (reported),False
Kazakhstan,2019,48.94,Annual (reported),False
Kazakhstan,2020,45.53,Annual (reported),False
Kazakhstan,2021,57.69,Annual (reported),False
Kazakhstan,2022,61.52,Annual (reported),False
Kazakhstan,2023,60.73,Annual (reported),False
Kazakhstan,2024,63.4,Annual (reported),False
Kazakhstan,2025,66.98,Annual (reported),False
Kenya,2006,60.68,Annual (reported),False
Kenya,2007,61.57,Annual (reported),False
Kenya,2008,61.24,Annual (reported),False
Kenya,2009,63.03,Annual (reported),False
Kenya,2010,59.7,Annual (reported),False
Kenya,2011,65.25,Annual (reported),False
Kenya,2012,66.94,Annual (reported),False
Kenya,2013,68.79,Annual (reported),False
Kenya,2014,68.13,Annual (reported),False
Kenya,2015,69.44,Annual (reported),False
Kenya,2016,72.11,Annual (reported),False
Kenya,2017,69.11,Annual (reported),False
Kenya,2018,67.43,Annual (reported),False
Kenya,2019,65.55,Annual (reported),False
Kenya,2020,67.09,Annual (reported),False
Kenya,2021,69.72,Annual (reported),False
Kenya,2022,66.56,Annual (reported),False
Kenya,2023,67.49,Annual (reported),False
Kenya,2024,68.62,Annual (reported),False
"Korea, Rep.",2009,71.62,Annual (reported),False
"Korea, Rep.",2010,70.62,Annual (reported),False
"Korea, Rep.",2011,68.96,Annual (reported),False
"Korea, Rep.",2012,72.34,Annual (reported),False
"Korea, Rep.",2013,76.14,Annual (reported),False
"Korea, Rep.",2014,69.66,Annual (reported),False
"Korea, Rep.",2015,62.87,Annual (reported),False
"Korea, Rep.",2016,64.97,Annual (reported),False
"Korea, Rep.",2017,58.72,Annual (reported),False
"Korea, Rep.",2018,65.15,Annual (reported),False
"Korea, Rep.",2019,62.4,Annual (reported),False
"Korea, Rep.",2020,60.41,Annual (reported),False
"Korea, Rep.",2021,70.12,Annual (reported),False
"Korea, Rep.",2022,84.95,Annual (reported),False
"Korea, Rep.",2023,73.52,Annual (reported),False
Kosovo,2010,74.25,Annual (reported),False
Kosovo,2011,75.17,Annual (reported),False
Kosovo,2012,73.95,Annual (reported),False
Kosovo,2013,71.5,Annual (reported),False
Kosovo,2014,74.67,Annual (reported),False
Kosovo,2015,75.77,Annual (reported),False
Kosovo,2016,75.27,Annual (reported),False
Kosovo,2017,71.23,Annual (reported),False
Kosovo,2018,78.41,Annual (reported),False
Kosovo,2019,80.6,Annual (reported),False
Kosovo,2020,79.18,Annual (reported),False
Kosovo,2021,76.52,Annual (reported),False
Kosovo,2022,76.37,Annual (reported),False
Kosovo,2023,79.37,Annual (reported),False
Kosovo,2024,80.58,Annual (reported),False
Kosovo,2025,80.77,Annual (reported),False
Kuwait,2007,49.96,Annual (reported),False
Kuwait,2008,62.93,Annual (reported),False
Kuwait,2009,63.95,Annual (reported),False
Kuwait,2010,66.98,Annual (reported),False
Kuwait,2011,58.98,Annual (reported),False
Kuwait,2012,59.05,Annual (reported),False
Kuwait,2013,60.33,Annual (reported),False
Kuwait,2014,60.43,Annual (reported),False
Kuwait,2015,60.97,Annual (reported),False
Kuwait,2016,69.3,Annual (reported),False
Kuwait,2017,69.32,Annual (reported),False
Kuwait,2018,72.02,Annual (reported),False
Kuwait,2019,68.23,Annual (reported),False
Kuwait,2020,71.9,Annual (reported),False
Kuwait,2021,67.83,Annual (reported),False
Kuwait,2022,70.43,Annual (reported),False
Kuwait,2023,68.13,Annual (reported),False
Kuwait,2024,69.74,Annual (reported),False
Kuwait,2025,68.19,Annual (reported),False
Kyrgyz Republic,2010,60.22,Annual (reported),False
Kyrgyz Republic,2011,56.18,Annual (reported),False
Kyrgyz Republic,2012,58.05,Annual (reported),False
Kyrgyz Republic,2013,62.15,Annual (reported),False
Kyrgyz Republic,2014,63.09,Annual (reported),False
Kyrgyz Republic,2015,62.61,Annual (reported),False
Kyrgyz Republic,2016,65.42,Annual (reported),False
Kyrgyz Republic,2017,68.58,Annual (reported),False
Kyrgyz Republic,2018,64.61,Annual (reported),False
Kyrgyz Republic,2019,66.87,Annual (reported),False
Kyrgyz Republic,2020,65.48,Annual (reported),False
Kyrgyz Republic,2021,63.22,Annual (reported),False
Kyrgyz Republic,2022,35.37,Annual (reported),False
Kyrgyz Republic,2023,47.61,Annual (reported),False
Kyrgyz Republic,2024,43.83,Annual (reported),False
Kyrgyz Republic,2025,46.55,Annual (reported),False
Latvia,2011,51.59,Annual (reported),False
Latvia,2012,48.15,Annual (reported),False
Latvia,2013,52.55,Annual (reported),False
Latvia,2014,53.89,Annual (reported),False
Latvia,2015,52.52,Annual (reported),False
Latvia,2016,41.44,Annual (reported),False
Latvia,2017,45.01,Annual (reported),False
Latvia,2018,46.36,Annual (reported),False
Latvia,2019,48.19,Annual (reported),False
Latvia,2020,51.42,Annual (reported),False
Latvia,2021,50.29,Annual (reported),False
Latvia,2022,56.35,Annual (reported),False
Latvia,2023,72.82,Annual (reported),False
Latvia,2024,71.75,Annual (reported),False
Latvia,2025,66.77,Annual (reported),False
Lebanon,2011,65.2,Annual (reported),False
Lebanon,2012,63.11,Annual (reported),False
Lebanon,2013,65.03,Annual (reported),False
Lebanon,2014,63.43,Annual (reported),False
Lebanon,2015,62.11,Annual (reported),False
Lebanon,2016,54.32,Annual (reported),False
Lebanon,2017,61.11,Annual (reported),False
Lebanon,2018,76.11,Annual (reported),False
Lebanon,2019,74.09,Annual (reported),False
Lesotho,2009,59.79,Annual (reported),False
Lesotho,2010,56.31,Annual (reported),False
Lesotho,2011,54.69,Annual (reported),False
Lesotho,2012,56.36,Annual (reported),False
Lesotho,2013,55.97,Annual (reported),False
Lesotho,2014,58.33,Annual (reported),False
Lesotho,2015,57.62,Annual (reported),False
Lesotho,2016,58.03,Annual (reported),False
Lesotho,2017,59.6,Annual (reported),False
Lesotho,2018,60.42,Annual (reported),False
Lesotho,2019,58.48,Annual (reported),False
Lesotho,2020,56.05,Annual (reported),False
Lesotho,2021,54.15,Annual (reported),False
Lesotho,2022,56.29,Annual (reported),False
Lesotho,2023,56.28,Annual (reported),False
Lesotho,2024,56.56,Annual (reported),False
Lithuania,2008,63.1,Annual (reported),False
Lithuania,2009,46.02,Annual (reported),False
Lithuania,2010,46.89,Annual (reported),False
Lithuania,2011,56.93,Annual (reported),False
Lithuania,2012,51.82,Annual (reported),False
Lithuania,2013,47.94,Annual (reported),False
Lithuania,2014,49.94,Annual (reported),False
Lithuania,2015,52.6,Annual (reported),False
Lithuania,2016,56.32,Annual (reported),False
Lithuania,2017,54.64,Annual (reported),False
Lithuania,2018,54.68,Annual (reported),False
Lithuania,2019,54.35,Annual (reported),False
Lithuania,2020,56.52,Annual (reported),False
Lithuania,2021,44.12,Annual (reported),False
Lithuania,2022,39.76,Annual (reported),False
Lithuania,2023,62.06,Annual (reported),False
Lithuania,2024,56.27,Annual (reported),False
Lithuania,2025,44.56,Annual (reported),False
Luxembourg,2009,36.54,Annual (reported),False
Luxembourg,2010,30.73,Annual (reported),False
Luxembourg,2011,33.56,Annual (reported),False
Luxembourg,2012,30.78,Annual (reported),False
Luxembourg,2013,29.25,Annual (reported),False
Luxembourg,2014,27.14,Annual (reported),False
Luxembourg,2015,27.2,Annual (reported),False
Luxembourg,2016,25.1,Annual (reported),False
Luxembourg,2017,27.85,Annual (reported),False
Luxembourg,2018,27.15,Annual (reported),False
Luxembourg,2019,26.69,Annual (reported),False
Luxembourg,2020,24.9,Annual (reported),False
